$T_i$ period,$L_Z^-$ minimum offset-free reaction time,$phase$ offsets min,$L_Z^+$ maximum offset-free reaction time,$phase$ offsets max,diff,is max-harmonic
"[4,5,11,11]",17.000,"[0,0,0,0]",27.000,"[0,0,0,10]",10.000,0
"[4,5,11,12]",25.000,"[0,0,0,2]",28.000,"[0,0,0,1]",3.000,0
"[4,5,12,2]",15.000,"[0,0,0,0]",19.000,"[0,0,3,0]",4.000,0
"[4,5,12,3]",15.000,"[0,0,0,0]",20.000,"[0,0,3,2]",5.000,0
"[4,5,12,4]",15.000,"[0,0,0,0]",21.000,"[0,0,3,2]",6.000,0
"[4,5,12,5]",18.000,"[0,0,0,1]",22.000,"[0,0,3,0]",4.000,0
"[4,5,12,6]",15.000,"[0,0,0,0]",23.000,"[0,0,3,2]",8.000,0
"[4,5,12,7]",21.000,"[0,0,0,0]",24.000,"[0,0,3,0]",3.000,0
"[4,5,12,8]",19.000,"[0,0,0,0]",25.000,"[0,0,3,2]",6.000,0
"[4,5,12,9]",21.000,"[0,0,0,0]",26.000,"[0,0,3,2]",5.000,0
"[4,5,12,10]",21.000,"[0,0,0,0]",27.000,"[0,0,3,0]",6.000,0
"[4,5,12,11]",25.000,"[0,0,0,0]",28.000,"[0,0,3,0]",3.000,0
"[4,5,12,12]",15.000,"[0,0,0,0]",29.000,"[0,0,3,2]",14.000,0
"[4,6,2,2]",7.000,"[0,0,0,0]",10.000,"[0,1,0,1]",3.000,0
"[4,6,2,3]",7.000,"[0,0,0,0]",11.000,"[0,1,0,1]",4.000,0
"[4,6,2,4]",7.000,"[0,0,0,0]",12.000,"[0,1,0,1]",5.000,0
"[4,6,2,5]",11.000,"[0,0,0,0]",13.000,"[0,1,0,0]",2.000,0
"[4,6,2,6]",7.000,"[0,0,0,0]",14.000,"[0,1,0,1]",7.000,0
"[4,6,2,7]",13.000,"[0,0,0,0]",15.000,"[0,1,0,0]",2.000,0
"[4,6,2,8]",11.000,"[0,0,0,0]",16.000,"[0,1,0,1]",5.000,0
"[4,6,2,9]",13.000,"[0,0,0,0]",17.000,"[0,1,0,1]",4.000,0
"[4,6,2,10]",15.000,"[0,0,0,0]",18.000,"[0,1,0,1]",3.000,0
"[4,6,2,11]",17.000,"[0,0,0,0]",19.000,"[0,1,0,0]",2.000,0
"[4,6,2,12]",11.000,"[0,0,0,0]",20.000,"[0,1,0,1]",9.000,1
"[4,6,3,2]",7.000,"[0,0,0,0]",11.000,"[0,1,0,0]",4.000,0
"[4,6,3,3]",7.000,"[0,0,0,0]",12.000,"[0,1,0,2]",5.000,0
"[4,6,3,4]",7.000,"[0,0,0,0]",13.000,"[0,1,0,2]",6.000,0
"[4,6,3,5]",11.000,"[0,0,0,0]",14.000,"[0,1,0,0]",3.000,0
"[4,6,3,6]",7.000,"[0,0,0,0]",15.000,"[0,1,0,2]",8.000,0
"[4,6,3,7]",13.000,"[0,0,0,0]",16.000,"[0,1,0,0]",3.000,0
"[4,6,3,8]",11.000,"[0,0,0,0]",17.000,"[0,1,0,2]",6.000,0
"[4,6,3,9]",13.000,"[0,0,0,0]",18.000,"[0,1,0,2]",5.000,0
"[4,6,3,10]",15.000,"[0,0,0,0]",19.000,"[0,1,0,0]",4.000,0
"[4,6,3,11]",17.000,"[0,0,0,0]",20.000,"[0,1,0,0]",3.000,0
"[4,6,3,12]",11.000,"[0,0,0,0]",21.000,"[0,1,0,2]",10.000,1
"[4,6,4,2]",7.000,"[0,0,0,0]",12.000,"[0,1,0,1]",5.000,0
"[4,6,4,3]",8.000,"[0,0,0,0]",13.000,"[0,1,0,0]",5.000,0
"[4,6,4,4]",7.000,"[0,0,0,0]",14.000,"[0,1,0,3]",7.000,0
"[4,6,4,5]",11.000,"[0,0,0,0]",15.000,"[0,1,0,0]",4.000,0
"[4,6,4,6]",9.000,"[0,0,0,2]",16.000,"[0,1,0,3]",7.000,0
"[4,6,4,7]",13.000,"[0,0,0,0]",17.000,"[0,1,0,0]",4.000,0
"[4,6,4,8]",11.000,"[0,0,0,0]",18.000,"[0,1,0,3]",7.000,0
"[4,6,4,9]",14.000,"[0,0,0,0]",19.000,"[0,1,0,0]",5.000,0
"[4,6,4,10]",15.000,"[0,0,0,0]",20.000,"[0,1,0,1]",5.000,0
"[4,6,4,11]",17.000,"[0,0,0,0]",21.000,"[0,1,0,0]",4.000,0
"[4,6,4,12]",11.000,"[0,0,0,0]",22.000,"[0,1,0,3]",11.000,1
"[4,6,5,2]",11.000,"[0,0,0,0]",13.000,"[0,1,0,0]",2.000,0
"[4,6,5,3]",11.000,"[0,0,0,1]",14.000,"[0,1,0,1]",3.000,0
"[4,6,5,4]",11.000,"[0,0,0,0]",15.000,"[0,1,0,0]",4.000,0
"[4,6,5,5]",11.000,"[0,0,0,0]",16.000,"[0,1,0,4]",5.000,0
"[4,6,5,6]",11.000,"[0,0,0,4]",17.000,"[0,1,0,4]",6.000,0
"[4,6,5,7]",17.000,"[0,0,0,0]",18.000,"[0,1,0,0]",1.000,0
"[4,6,5,8]",15.000,"[0,0,0,0]",19.000,"[0,1,0,0]",4.000,0
"[4,6,5,9]",17.000,"[0,0,0,1]",20.000,"[0,1,0,1]",3.000,0
"[4,6,5,10]",15.000,"[0,0,0,0]",21.000,"[0,1,0,4]",6.000,0
"[4,6,5,11]",21.000,"[0,0,0,0]",22.000,"[0,1,0,0]",1.000,0
"[4,6,5,12]",15.000,"[0,0,0,4]",23.000,"[0,1,0,4]",8.000,0
"[4,6,6,2]",7.000,"[0,0,0,0]",14.000,"[0,1,0,1]",7.000,0
"[4,6,6,3]",7.000,"[0,0,0,0]",15.000,"[0,1,0,2]",8.000,0
"[4,6,6,4]",7.000,"[0,0,0,0]",16.000,"[0,1,0,1]",9.000,0
"[4,6,6,5]",11.000,"[0,0,0,0]",17.000,"[0,1,0,0]",6.000,0
"[4,6,6,6]",7.000,"[0,0,0,0]",18.000,"[0,1,0,5]",11.000,0
"[4,6,6,7]",13.000,"[0,0,0,0]",19.000,"[0,1,0,0]",6.000,0
"[4,6,6,8]",11.000,"[0,0,0,0]",20.000,"[0,1,0,1]",9.000,0
"[4,6,6,9]",13.000,"[0,0,0,0]",21.000,"[0,1,0,2]",8.000,0
"[4,6,6,10]",15.000,"[0,0,0,0]",22.000,"[0,1,0,1]",7.000,0
"[4,6,6,11]",17.000,"[0,0,0,0]",23.000,"[0,1,0,0]",6.000,0
"[4,6,6,12]",11.000,"[0,0,0,0]",24.000,"[0,1,0,5]",13.000,1
"[4,6,7,2]",13.000,"[0,0,0,0]",15.000,"[0,1,0,0]",2.000,0
"[4,6,7,3]",13.000,"[0,0,0,0]",16.000,"[0,1,0,0]",3.000,0
"[4,6,7,4]",13.000,"[0,0,0,2]",17.000,"[0,1,0,2]",4.000,0
"[4,6,7,5]",17.000,"[0,0,0,0]",18.000,"[0,1,0,0]",1.000,0
"[4,6,7,6]",13.000,"[0,0,0,0]",19.000,"[0,1,0,0]",6.000,0
"[4,6,7,7]",13.000,"[0,0,0,0]",20.000,"[0,1,0,6]",7.000,0
"[4,6,7,8]",17.000,"[0,0,0,2]",21.000,"[0,1,0,2]",4.000,0
"[4,6,7,9]",19.000,"[0,0,0,0]",22.000,"[0,1,0,0]",3.000,0
"[4,6,7,10]",21.000,"[0,0,0,0]",23.000,"[0,1,0,0]",2.000,0
"[4,6,7,11]",23.000,"[0,0,0,0]",24.000,"[0,1,0,0]",1.000,0
"[4,6,7,12]",17.000,"[0,0,0,6]",25.000,"[0,1,0,6]",8.000,0
"[4,6,8,2]",11.000,"[0,0,0,0]",16.000,"[0,1,0,1]",5.000,0
"[4,6,8,3]",12.000,"[0,0,0,1]",17.000,"[0,1,0,1]",5.000,0
"[4,6,8,4]",11.000,"[0,0,0,0]",18.000,"[0,1,0,3]",7.000,0
"[4,6,8,5]",15.000,"[0,0,0,0]",19.000,"[0,1,0,0]",4.000,0
"[4,6,8,6]",13.000,"[0,0,0,0]",20.000,"[0,1,0,1]",7.000,0
"[4,6,8,7]",17.000,"[0,0,0,0]",21.000,"[0,1,0,0]",4.000,0
"[4,6,8,8]",11.000,"[0,0,0,0]",22.000,"[0,1,0,7]",11.000,0
"[4,6,8,9]",18.000,"[0,0,0,1]",23.000,"[0,1,0,1]",5.000,0
"[4,6,8,10]",19.000,"[0,0,0,0]",24.000,"[0,1,0,1]",5.000,0
"[4,6,8,11]",21.000,"[0,0,0,0]",25.000,"[0,1,0,0]",4.000,0
"[4,6,8,12]",15.000,"[0,0,0,4]",26.000,"[0,1,0,7]",11.000,0
"[4,6,9,2]",13.000,"[0,0,0,0]",17.000,"[0,1,0,0]",4.000,0
"[4,6,9,3]",13.000,"[0,0,0,0]",18.000,"[0,1,0,2]",5.000,0
"[4,6,9,4]",13.000,"[0,0,0,2]",19.000,"[0,1,0,0]",6.000,0
"[4,6,9,5]",17.000,"[0,0,0,0]",20.000,"[0,1,0,0]",3.000,0
"[4,6,9,6]",13.000,"[0,0,0,0]",21.000,"[0,1,0,2]",8.000,0
"[4,6,9,7]",19.000,"[0,0,0,0]",22.000,"[0,1,0,0]",3.000,0
"[4,6,9,8]",17.000,"[0,0,0,2]",23.000,"[0,1,0,0]",6.000,0
"[4,6,9,9]",13.000,"[0,0,0,0]",24.000,"[0,1,0,8]",11.000,0
"[4,6,9,10]",21.000,"[0,0,0,0]",25.000,"[0,1,0,0]",4.000,0
"[4,6,9,11]",23.000,"[0,0,0,0]",26.000,"[0,1,0,0]",3.000,0
"[4,6,9,12]",17.000,"[0,0,0,6]",27.000,"[0,1,0,8]",10.000,0
"[4,6,10,2]",15.000,"[0,0,0,0]",18.000,"[0,1,0,1]",3.000,0
"[4,6,10,3]",15.000,"[0,0,0,2]",19.000,"[0,1,0,0]",4.000,0
"[4,6,10,4]",15.000,"[0,0,0,0]",20.000,"[0,1,0,1]",5.000,0
"[4,6,10,5]",15.000,"[0,0,0,0]",21.000,"[0,1,0,4]",6.000,0
"[4,6,10,6]",15.000,"[0,0,0,2]",22.000,"[0,1,0,3]",7.000,0
"[4,6,10,7]",21.000,"[0,0,0,0]",23.000,"[0,1,0,0]",2.000,0
"[4,6,10,8]",19.000,"[0,0,0,0]",24.000,"[0,1,0,1]",5.000,0
"[4,6,10,9]",21.000,"[0,0,0,2]",25.000,"[0,1,0,0]",4.000,0
"[4,6,10,10]",15.000,"[0,0,0,0]",26.000,"[0,1,0,9]",11.000,0
"[4,6,10,11]",25.000,"[0,0,0,0]",27.000,"[0,1,0,0]",2.000,0
"[4,6,10,12]",19.000,"[0,0,0,8]",28.000,"[0,1,0,9]",9.000,0
"[4,6,11,2]",17.000,"[0,0,0,0]",19.000,"[0,1,0,0]",2.000,0
"[4,6,11,3]",17.000,"[0,0,0,1]",20.000,"[0,1,0,1]",3.000,0
"[4,6,11,4]",17.000,"[0,0,0,2]",21.000,"[0,1,0,2]",4.000,0
"[4,6,11,5]",21.000,"[0,0,0,0]",22.000,"[0,1,0,0]",1.000,0
"[4,6,11,6]",17.000,"[0,0,0,4]",23.000,"[0,1,0,4]",6.000,0
"[4,6,11,7]",23.000,"[0,0,0,0]",24.000,"[0,1,0,0]",1.000,0
"[4,6,11,8]",21.000,"[0,0,0,2]",25.000,"[0,1,0,2]",4.000,0
"[4,6,11,9]",23.000,"[0,0,0,1]",26.000,"[0,1,0,1]",3.000,0
"[4,6,11,10]",25.000,"[0,0,0,0]",27.000,"[0,1,0,0]",2.000,0
"[4,6,11,11]",17.000,"[0,0,0,0]",28.000,"[0,1,0,10]",11.000,0
"[4,6,11,12]",21.000,"[0,0,0,10]",29.000,"[0,1,0,10]",8.000,0
"[4,6,12,2]",11.000,"[0,0,0,0]",20.000,"[0,1,0,1]",9.000,1
"[4,6,12,3]",11.000,"[0,0,0,0]",21.000,"[0,1,0,2]",10.000,1
"[4,6,12,4]",11.000,"[0,0,0,0]",22.000,"[0,1,0,3]",11.000,1
"[4,6,12,5]",15.000,"[0,0,0,0]",23.000,"[0,1,0,0]",8.000,0
"[4,6,12,6]",11.000,"[0,0,0,0]",24.000,"[0,1,0,5]",13.000,1
"[4,6,12,7]",17.000,"[0,0,0,0]",25.000,"[0,1,0,0]",8.000,0
"[4,6,12,8]",15.000,"[0,0,0,0]",26.000,"[0,1,0,3]",11.000,0
"[4,6,12,9]",17.000,"[0,0,0,0]",27.000,"[0,1,0,2]",10.000,0
"[4,6,12,10]",19.000,"[0,0,0,0]",28.000,"[0,1,0,1]",9.000,0
"[4,6,12,11]",21.000,"[0,0,0,0]",29.000,"[0,1,0,0]",8.000,0
"[4,6,12,12]",11.000,"[0,0,0,0]",30.000,"[0,1,0,11]",19.000,1
"[4,7,2,2]",9.000,"[0,0,0,0]",11.000,"[0,0,1,0]",2.000,0
"[4,7,2,3]",11.000,"[0,0,0,0]",12.000,"[0,0,1,0]",1.000,0
"[4,7,2,4]",9.000,"[0,0,0,2]",13.000,"[0,0,1,2]",4.000,0
"[4,7,2,5]",13.000,"[0,0,0,0]",14.000,"[0,0,1,0]",1.000,0
"[4,7,2,6]",13.000,"[0,0,0,0]",15.000,"[0,0,1,0]",2.000,0
"[4,7,2,7]",10.000,"[0,0,0,1]",16.000,"[0,0,1,0]",6.000,0
"[4,7,2,8]",13.000,"[0,0,0,2]",17.000,"[0,0,1,2]",4.000,0
"[4,7,2,9]",17.000,"[0,0,0,0]",18.000,"[0,0,1,0]",1.000,0
"[4,7,2,10]",17.000,"[0,0,0,0]",19.000,"[0,0,1,0]",2.000,0
"[4,7,2,11]",19.000,"[0,0,0,0]",20.000,"[0,0,1,0]",1.000,0
"[4,7,2,12]",17.000,"[0,0,0,2]",21.000,"[0,0,1,2]",4.000,0
"[4,7,3,2]",11.000,"[0,0,0,0]",12.000,"[0,0,0,1]",1.000,0
"[4,7,3,3]",11.000,"[0,0,0,0]",13.000,"[0,0,0,2]",2.000,0
"[4,7,3,4]",11.000,"[0,0,0,0]",14.000,"[0,0,0,3]",3.000,0
"[4,7,3,5]",15.000,"[0,0,0,0]",15.000,"[0,0,0,0]",0.000,0
"[4,7,3,6]",13.000,"[0,0,0,0]",16.000,"[0,0,0,5]",3.000,0
"[4,7,3,7]",11.000,"[0,0,0,2]",17.000,"[0,0,0,1]",6.000,0
"[4,7,3,8]",15.000,"[0,0,0,0]",18.000,"[0,0,0,3]",3.000,0
"[4,7,3,9]",17.000,"[0,0,0,0]",19.000,"[0,0,0,2]",2.000,0
"[4,7,3,10]",19.000,"[0,0,0,0]",20.000,"[0,0,0,1]",1.000,0
"[4,7,3,11]",21.000,"[0,0,0,0]",21.000,"[0,0,0,0]",0.000,0
"[4,7,3,12]",17.000,"[0,0,0,6]",22.000,"[0,0,0,11]",5.000,0
"[4,7,4,2]",9.000,"[0,0,2,0]",13.000,"[0,0,1,0]",4.000,0
"[4,7,4,3]",11.000,"[0,0,2,0]",14.000,"[0,0,1,0]",3.000,0
"[4,7,4,4]",9.000,"[0,0,2,2]",15.000,"[0,0,1,0]",6.000,0
"[4,7,4,5]",13.000,"[0,0,2,0]",16.000,"[0,0,1,0]",3.000,0
"[4,7,4,6]",13.000,"[0,0,2,0]",17.000,"[0,0,1,0]",4.000,0
"[4,7,4,7]",12.000,"[0,0,0,3]",18.000,"[0,0,1,2]",6.000,0
"[4,7,4,8]",13.000,"[0,0,2,2]",19.000,"[0,0,1,0]",6.000,0
"[4,7,4,9]",17.000,"[0,0,2,0]",20.000,"[0,0,1,0]",3.000,0
"[4,7,4,10]",17.000,"[0,0,2,0]",21.000,"[0,0,1,0]",4.000,0
"[4,7,4,11]",19.000,"[0,0,2,0]",22.000,"[0,0,1,0]",3.000,0
"[4,7,4,12]",17.000,"[0,0,2,2]",23.000,"[0,0,1,0]",6.000,0
"[4,7,5,2]",13.000,"[0,0,0,0]",14.000,"[0,0,0,1]",1.000,0
"[4,7,5,3]",15.000,"[0,0,0,0]",15.000,"[0,0,0,0]",0.000,0
"[4,7,5,4]",13.000,"[0,0,0,2]",16.000,"[0,0,0,1]",3.000,0
"[4,7,5,5]",13.000,"[0,0,0,0]",17.000,"[0,0,0,4]",4.000,0
"[4,7,5,6]",17.000,"[0,0,0,0]",18.000,"[0,0,0,1]",1.000,0
"[4,7,5,7]",13.000,"[0,0,0,4]",19.000,"[0,0,0,3]",6.000,0
"[4,7,5,8]",17.000,"[0,0,0,2]",20.000,"[0,0,0,1]",3.000,0
"[4,7,5,9]",21.000,"[0,0,0,0]",21.000,"[0,0,0,0]",0.000,0
"[4,7,5,10]",17.000,"[0,0,0,0]",22.000,"[0,0,0,9]",5.000,0
"[4,7,5,11]",23.000,"[0,0,0,0]",23.000,"[0,0,0,0]",0.000,0
"[4,7,5,12]",21.000,"[0,0,0,2]",24.000,"[0,0,0,1]",3.000,0
"[4,7,6,2]",13.000,"[0,0,0,0]",15.000,"[0,0,1,0]",2.000,0
"[4,7,6,3]",13.000,"[0,0,0,0]",16.000,"[0,0,1,0]",3.000,0
"[4,7,6,4]",13.000,"[0,0,0,2]",17.000,"[0,0,1,2]",4.000,0
"[4,7,6,5]",17.000,"[0,0,0,0]",18.000,"[0,0,1,0]",1.000,0
"[4,7,6,6]",13.000,"[0,0,0,0]",19.000,"[0,0,1,0]",6.000,0
"[4,7,6,7]",14.000,"[0,0,0,5]",20.000,"[0,0,1,4]",6.000,0
"[4,7,6,8]",17.000,"[0,0,0,2]",21.000,"[0,0,1,2]",4.000,0
"[4,7,6,9]",19.000,"[0,0,0,0]",22.000,"[0,0,1,0]",3.000,0
"[4,7,6,10]",21.000,"[0,0,0,0]",23.000,"[0,0,1,0]",2.000,0
"[4,7,6,11]",23.000,"[0,0,0,0]",24.000,"[0,0,1,0]",1.000,0
"[4,7,6,12]",17.000,"[0,0,0,6]",25.000,"[0,0,1,6]",8.000,0
"[4,7,7,2]",9.000,"[0,0,0,0]",16.000,"[0,0,6,1]",7.000,0
"[4,7,7,3]",11.000,"[0,0,0,0]",17.000,"[0,0,6,0]",6.000,0
"[4,7,7,4]",9.000,"[0,0,0,2]",18.000,"[0,0,6,3]",9.000,0
"[4,7,7,5]",13.000,"[0,0,0,0]",19.000,"[0,0,6,0]",6.000,0
"[4,7,7,6]",13.000,"[0,0,0,0]",20.000,"[0,0,6,1]",7.000,0
"[4,7,7,7]",9.000,"[0,0,0,0]",21.000,"[0,0,6,5]",12.000,0
"[4,7,7,8]",13.000,"[0,0,0,2]",22.000,"[0,0,6,3]",9.000,0
"[4,7,7,9]",17.000,"[0,0,0,0]",23.000,"[0,0,6,0]",6.000,0
"[4,7,7,10]",17.000,"[0,0,0,0]",24.000,"[0,0,6,1]",7.000,0
"[4,7,7,11]",19.000,"[0,0,0,0]",25.000,"[0,0,6,0]",6.000,0
"[4,7,7,12]",17.000,"[0,0,0,2]",26.000,"[0,0,6,3]",9.000,0
"[4,7,8,2]",13.000,"[0,0,2,0]",17.000,"[0,0,1,0]",4.000,0
"[4,7,8,3]",15.000,"[0,0,2,0]",18.000,"[0,0,1,0]",3.000,0
"[4,7,8,4]",13.000,"[0,0,2,2]",19.000,"[0,0,1,0]",6.000,0
"[4,7,8,5]",17.000,"[0,0,2,0]",20.000,"[0,0,1,0]",3.000,0
"[4,7,8,6]",17.000,"[0,0,2,0]",21.000,"[0,0,1,0]",4.000,0
"[4,7,8,7]",16.000,"[0,0,0,0]",22.000,"[0,0,1,6]",6.000,0
"[4,7,8,8]",13.000,"[0,0,2,2]",23.000,"[0,0,1,0]",10.000,0
"[4,7,8,9]",21.000,"[0,0,2,0]",24.000,"[0,0,1,0]",3.000,0
"[4,7,8,10]",21.000,"[0,0,2,0]",25.000,"[0,0,1,0]",4.000,0
"[4,7,8,11]",23.000,"[0,0,2,0]",26.000,"[0,0,1,0]",3.000,0
"[4,7,8,12]",21.000,"[0,0,2,2]",27.000,"[0,0,1,0]",6.000,0
"[4,7,9,2]",17.000,"[0,0,0,0]",18.000,"[0,0,0,1]",1.000,0
"[4,7,9,3]",17.000,"[0,0,0,0]",19.000,"[0,0,0,2]",2.000,0
"[4,7,9,4]",17.000,"[0,0,0,2]",20.000,"[0,0,0,1]",3.000,0
"[4,7,9,5]",21.000,"[0,0,0,0]",21.000,"[0,0,0,0]",0.000,0
"[4,7,9,6]",19.000,"[0,0,0,0]",22.000,"[0,0,0,5]",3.000,0
"[4,7,9,7]",17.000,"[0,0,0,1]",23.000,"[0,0,0,0]",6.000,0
"[4,7,9,8]",21.000,"[0,0,0,2]",24.000,"[0,0,0,1]",3.000,0
"[4,7,9,9]",17.000,"[0,0,0,0]",25.000,"[0,0,0,8]",8.000,0
"[4,7,9,10]",25.000,"[0,0,0,0]",26.000,"[0,0,0,1]",1.000,0
"[4,7,9,11]",27.000,"[0,0,0,0]",27.000,"[0,0,0,0]",0.000,0
"[4,7,9,12]",23.000,"[0,0,0,0]",28.000,"[0,0,0,5]",5.000,0
"[4,7,10,2]",17.000,"[0,0,0,0]",19.000,"[0,0,1,0]",2.000,0
"[4,7,10,3]",19.000,"[0,0,0,0]",20.000,"[0,0,1,0]",1.000,0
"[4,7,10,4]",17.000,"[0,0,0,2]",21.000,"[0,0,1,2]",4.000,0
"[4,7,10,5]",17.000,"[0,0,0,0]",22.000,"[0,0,1,0]",5.000,0
"[4,7,10,6]",21.000,"[0,0,0,0]",23.000,"[0,0,1,0]",2.000,0
"[4,7,10,7]",18.000,"[0,0,0,2]",24.000,"[0,0,1,1]",6.000,0
"[4,7,10,8]",21.000,"[0,0,0,2]",25.000,"[0,0,1,2]",4.000,0
"[4,7,10,9]",25.000,"[0,0,0,0]",26.000,"[0,0,1,0]",1.000,0
"[4,7,10,10]",17.000,"[0,0,0,0]",27.000,"[0,0,1,0]",10.000,0
"[4,7,10,11]",27.000,"[0,0,0,0]",28.000,"[0,0,1,0]",1.000,0
"[4,7,10,12]",25.000,"[0,0,0,2]",29.000,"[0,0,1,2]",4.000,0
"[4,7,11,2]",19.000,"[0,0,0,0]",20.000,"[0,0,0,1]",1.000,0
"[4,7,11,3]",21.000,"[0,0,0,0]",21.000,"[0,0,0,0]",0.000,0
"[4,7,11,4]",19.000,"[0,0,0,0]",22.000,"[0,0,0,3]",3.000,0
"[4,7,11,5]",23.000,"[0,0,0,0]",23.000,"[0,0,0,0]",0.000,0
"[4,7,11,6]",23.000,"[0,0,0,0]",24.000,"[0,0,0,1]",1.000,0
"[4,7,11,7]",19.000,"[0,0,0,3]",25.000,"[0,0,0,2]",6.000,0
"[4,7,11,8]",23.000,"[0,0,0,0]",26.000,"[0,0,0,3]",3.000,0
"[4,7,11,9]",27.000,"[0,0,0,0]",27.000,"[0,0,0,0]",0.000,0
"[4,7,11,10]",27.000,"[0,0,0,0]",28.000,"[0,0,0,1]",1.000,0
"[4,7,11,11]",19.000,"[0,0,0,0]",29.000,"[0,0,0,10]",10.000,0
"[4,7,11,12]",27.000,"[0,0,0,0]",30.000,"[0,0,0,3]",3.000,0
"[4,7,12,2]",17.000,"[0,0,2,0]",21.000,"[0,0,1,0]",4.000,0
"[4,7,12,3]",17.000,"[0,0,2,2]",22.000,"[0,0,1,0]",5.000,0
"[4,7,12,4]",17.000,"[0,0,2,2]",23.000,"[0,0,1,0]",6.000,0
"[4,7,12,5]",21.000,"[0,0,2,0]",24.000,"[0,0,1,0]",3.000,0
"[4,7,12,6]",17.000,"[0,0,2,2]",25.000,"[0,0,1,0]",8.000,0
"[4,7,12,7]",20.000,"[0,0,0,4]",26.000,"[0,0,1,3]",6.000,0
"[4,7,12,8]",21.000,"[0,0,2,2]",27.000,"[0,0,1,0]",6.000,0
"[4,7,12,9]",23.000,"[0,0,2,2]",28.000,"[0,0,1,0]",5.000,0
"[4,7,12,10]",25.000,"[0,0,2,0]",29.000,"[0,0,1,0]",4.000,0
"[4,7,12,11]",27.000,"[0,0,2,0]",30.000,"[0,0,1,0]",3.000,0
"[4,7,12,12]",17.000,"[0,0,2,2]",31.000,"[0,0,1,0]",14.000,0
"[4,8,2,2]",7.000,"[0,0,0,0]",12.000,"[0,3,0,1]",5.000,1
"[4,8,2,3]",9.000,"[0,0,0,0]",13.000,"[0,3,0,0]",4.000,0
"[4,8,2,4]",7.000,"[0,0,0,0]",14.000,"[0,3,0,3]",7.000,1
"[4,8,2,5]",11.000,"[0,0,0,0]",15.000,"[0,3,0,0]",4.000,0
"[4,8,2,6]",11.000,"[0,0,0,0]",16.000,"[0,3,0,1]",5.000,0
"[4,8,2,7]",13.000,"[0,0,0,0]",17.000,"[0,3,0,0]",4.000,0
"[4,8,2,8]",7.000,"[0,0,0,0]",18.000,"[0,3,0,3]",11.000,1
"[4,8,2,9]",15.000,"[0,0,0,0]",19.000,"[0,3,0,0]",4.000,0
"[4,8,2,10]",15.000,"[0,0,0,0]",20.000,"[0,3,0,1]",5.000,0
"[4,8,2,11]",17.000,"[0,0,0,0]",21.000,"[0,3,0,0]",4.000,0
"[4,8,2,12]",15.000,"[0,0,0,0]",22.000,"[0,3,0,3]",7.000,0
"[4,8,3,2]",9.000,"[0,0,0,0]",13.000,"[0,3,0,0]",4.000,0
"[4,8,3,3]",9.000,"[0,0,0,0]",14.000,"[0,3,0,2]",5.000,0
"[4,8,3,4]",9.000,"[0,0,0,2]",15.000,"[0,3,0,0]",6.000,0
"[4,8,3,5]",13.000,"[0,0,0,0]",16.000,"[0,3,0,0]",3.000,0
"[4,8,3,6]",11.000,"[0,0,0,0]",17.000,"[0,3,0,2]",6.000,0
"[4,8,3,7]",15.000,"[0,0,0,0]",18.000,"[0,3,0,0]",3.000,0
"[4,8,3,8]",9.000,"[0,0,0,2]",19.000,"[0,3,0,4]",10.000,0
"[4,8,3,9]",15.000,"[0,0,0,0]",20.000,"[0,3,0,2]",5.000,0
"[4,8,3,10]",17.000,"[0,0,0,0]",21.000,"[0,3,0,0]",4.000,0
"[4,8,3,11]",19.000,"[0,0,0,0]",22.000,"[0,3,0,0]",3.000,0
"[4,8,3,12]",15.000,"[0,0,0,0]",23.000,"[0,3,0,8]",8.000,0
"[4,8,4,2]",7.000,"[0,0,0,0]",14.000,"[0,3,2,1]",7.000,1
"[4,8,4,3]",9.000,"[0,0,0,0]",15.000,"[0,3,2,0]",6.000,0
"[4,8,4,4]",7.000,"[0,0,0,0]",16.000,"[0,3,2,1]",9.000,1
"[4,8,4,5]",11.000,"[0,0,0,0]",17.000,"[0,3,2,0]",6.000,0
"[4,8,4,6]",11.000,"[0,0,0,0]",18.000,"[0,3,2,1]",7.000,0
"[4,8,4,7]",13.000,"[0,0,0,0]",19.000,"[0,3,2,0]",6.000,0
"[4,8,4,8]",7.000,"[0,0,0,0]",20.000,"[0,3,2,5]",13.000,1
"[4,8,4,9]",15.000,"[0,0,0,0]",21.000,"[0,3,2,0]",6.000,0
"[4,8,4,10]",15.000,"[0,0,0,0]",22.000,"[0,3,2,1]",7.000,0
"[4,8,4,11]",17.000,"[0,0,0,0]",23.000,"[0,3,2,0]",6.000,0
"[4,8,4,12]",15.000,"[0,0,0,0]",24.000,"[0,3,2,1]",9.000,0
"[4,8,5,2]",11.000,"[0,0,0,0]",15.000,"[0,3,0,0]",4.000,0
"[4,8,5,3]",13.000,"[0,0,0,0]",16.000,"[0,3,0,0]",3.000,0
"[4,8,5,4]",11.000,"[0,0,0,0]",17.000,"[0,3,0,2]",6.000,0
"[4,8,5,5]",11.000,"[0,0,0,0]",18.000,"[0,3,0,4]",7.000,0
"[4,8,5,6]",15.000,"[0,0,0,0]",19.000,"[0,3,0,0]",4.000,0
"[4,8,5,7]",17.000,"[0,0,0,0]",20.000,"[0,3,0,0]",3.000,0
"[4,8,5,8]",11.000,"[0,0,0,4]",21.000,"[0,3,0,6]",10.000,0
"[4,8,5,9]",19.000,"[0,0,0,0]",22.000,"[0,3,0,0]",3.000,0
