n,periods,seed,C,R,R/C,min_latency (LZ-),min_offsets,max_latency (LZ+),max_offsets
3,"[2, 200, 1]",1,600,0.001334,2.223333e-06,199.000,"[0, 0, 0]",200.000,"[0, 1, 0]"
4,"[50, 1, 1, 20]",1,80,0.024112,3.014000e-04,59.000,"[0, 0, 0, 0]",68.000,"[0, 0, 0, 9]"
5,"[1000, 10, 2, 1, 50]",1,5000,628.975984,1.257952e-01,999.000,"[0, 0, 0, 0, 0]",1058.000,"[0, 9, 0, 0, 9]"
6,"[10, 100, 2, 1, 200, 10]",1,2400000,727.822353,3.032593e-04,199.000,"[0, 0, 0, 0, 0, 0]",317.000,"[0, 9, 0, 0, 9, 8]"
7,"[1000, 1, 5, 20, 2, 1, 20]",1,28000,1868.918296,6.674708e-02,999.000,"[0, 0, 0, 0, 0, 0, 0]",1042.000,"[0, 0, 4, 3, 0, 0, 3]"
8,"[2, 5, 500, 10, 20, 10, 10, 10]",1,4000000000,133931.850802,3.348296e-05,499.000,"[0, 0, 0, 0, 0, 0, 0, 0]",559.000,"[0, 0, 9, 8, 17, 6, 5, 4]"
9,"[2, 50, 200, 2, 2, 200, 50, 2, 1]",1,7200000000,143570.977847,1.994041e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",500.000,"[0, 1, 0, 1, 0, 1, 0, 1, 0]"
10,"[1, 50, 20, 2, 5, 100, 5, 2, 10, 1]",1,1000000000,13858.036567,1.385804e-05,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",186.000,"[0, 0, 9, 0, 4, 73, 2, 0, 7, 0]"
3,"[50, 1, 1]",2,3,0.013288,4.429333e-03,49.000,"[0, 0, 0]",49.000,"[0, 0, 0]"
4,"[1000, 10, 2, 500]",2,40000,4123.934254,1.030984e-01,999.000,"[0, 0, 0, 0]",1508.000,"[0, 9, 0, 9]"
5,"[10, 100, 2, 20, 1]",2,20000,20.446067,1.022303e-03,99.000,"[0, 0, 0, 0, 0]",128.000,"[0, 9, 0, 9, 0]"
6,"[2, 50, 100, 2, 2, 200]",2,24000000,1336.260369,5.567752e-05,199.000,"[0, 0, 0, 0, 0, 0]",350.000,"[0, 1, 0, 1, 0, 1]"
7,"[2, 5, 5, 2, 100, 20, 50]",2,35000000,1413.755155,4.039300e-05,99.000,"[0, 0, 0, 0, 0, 0, 0]",177.000,"[0, 0, 4, 1, 4, 3, 22]"
8,"[50, 20, 5, 10, 1, 200, 5, 20]",2,160000000,98532.686941,6.158293e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0]",303.000,"[0, 9, 3, 2, 0, 81, 0, 4]"
9,"[10, 100, 500, 1, 10, 50, 2, 1, 5]",2,2250000000,250028.732219,1.111239e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",670.000,"[0, 9, 8, 0, 7, 16, 1, 0, 1]"
10,"[1, 2, 100, 1, 500, 1, 500, 100, 1, 1]",2,50000000000,370858.340563,7.417167e-06,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1197.000,"[0, 0, 1, 0, 0, 0, 499, 98, 0, 0]"
3,"[50, 500, 20]",3,30000,279.781275,9.326042e-03,499.000,"[0, 0, 0]",567.000,"[0, 49, 8]"
4,"[1000, 50, 2, 5]",3,2000,427.089168,2.135446e-01,999.000,"[0, 0, 0, 0]",1053.000,"[0, 49, 0, 4]"
5,"[10, 500, 2, 5, 1]",3,25000,20.574909,8.229964e-04,499.000,"[0, 0, 0, 0, 0]",513.000,"[0, 9, 0, 4, 0]"
6,"[200, 2, 5, 1000, 1000, 1]",3,60000000,278757.645515,4.645961e-03,999.000,"[0, 0, 0, 0, 0, 0]",2202.000,"[0, 1, 0, 4, 3, 0]"
7,"[2, 20, 5, 50, 200, 1, 500]",3,3500000000,134834.351113,3.852410e-05,599.000,"[0, 0, 0, 0, 0, 0, 0]",771.000,"[0, 1, 0, 4, 53, 0, 52]"
8,"[1, 20, 2, 200, 1, 1000, 100, 2]",3,12800000000,255699.332990,1.997651e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1318.000,"[0, 0, 1, 0, 0, 199, 98, 1]"
9,"[2, 1, 2, 50, 1, 1, 10, 200, 50]",3,90000000,3555.861809,3.950958e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",308.000,"[0, 0, 1, 0, 0, 0, 9, 8, 7]"
10,"[5, 1000, 1, 2, 100, 20, 2, 20, 1, 2]",3,3200000000,255234.615399,7.976082e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1143.000,"[0, 4, 0, 1, 4, 3, 0, 3, 0, 0]"
3,"[1000, 2, 50]",4,300,32.893515,1.096451e-01,999.000,"[0, 0, 0]",1049.000,"[0, 1, 0]"
4,"[10, 20, 50, 1]",4,4000,0.374613,9.365325e-05,59.000,"[0, 0, 0, 0]",77.000,"[0, 9, 8, 0]"
5,"[200, 2, 100, 100, 2]",4,200000,1096.293747,5.481469e-03,199.000,"[0, 0, 0, 0, 0]",399.000,"[0, 1, 0, 99, 0]"
6,"[2, 20, 5, 10, 1000, 2]",4,12000000,1861.684925,1.551404e-04,999.000,"[0, 0, 0, 0, 0, 0]",1033.000,"[0, 1, 0, 4, 13, 0]"
7,"[200, 1, 10, 50, 1, 100, 50]",4,17500000,53792.142771,3.073837e-03,199.000,"[0, 0, 0, 0, 0, 0, 0]",405.000,"[0, 0, 9, 8, 0, 57, 6]"
8,"[10, 100, 2, 5, 1000, 1000, 1, 1]",4,8000000000,495103.825719,6.188798e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",2111.000,"[0, 9, 0, 4, 13, 12, 0, 0]"
9,"[20, 10, 10, 2, 500, 20, 2, 5, 5]",4,900000000,222383.342738,2.470926e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",565.000,"[0, 9, 8, 1, 18, 17, 0, 2, 1]"
10,"[1, 5, 50, 10, 2, 100, 10, 2, 5, 2]",4,1000000000,13825.357728,1.382536e-05,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",177.000,"[0, 0, 4, 3, 0, 13, 2, 1, 2, 0]"
3,"[1000, 20, 50]",5,3000,526.303513,1.754345e-01,999.000,"[0, 0, 0]",1067.000,"[0, 19, 18]"
4,"[10, 200, 100, 20]",5,1600000,763.197946,4.769987e-04,199.000,"[0, 0, 0, 0]",326.000,"[0, 9, 8, 7]"
5,"[200, 20, 100, 1, 5]",5,50000,276.429811,5.528596e-03,199.000,"[0, 0, 0, 0, 0]",321.000,"[0, 19, 18, 0, 2]"
6,"[2, 200, 100, 200, 1, 10]",5,240000000,10574.840097,4.406183e-05,199.000,"[0, 0, 0, 0, 0, 0]",507.000,"[0, 1, 0, 99, 0, 8]"
7,"[2, 100, 2, 10, 100, 1000, 10]",5,14000000000,409245.002859,2.923179e-05,999.000,"[0, 0, 0, 0, 0, 0, 0]",1217.000,"[0, 1, 0, 1, 10, 9, 8]"
8,"[1, 100, 2, 2, 1, 5, 50, 1000]",5,800000000,31815.281834,3.976910e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1153.000,"[0, 0, 1, 0, 0, 1, 5, 54]"
9,"[2, 2, 2, 100, 20, 20, 1, 500, 20]",5,14400000000,291691.150188,2.025633e-05,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",658.000,"[0, 1, 0, 1, 0, 19, 0, 38, 17]"
10,"[5, 1, 10, 10, 1, 10, 1, 1000, 1, 50]",5,500000000,69871.898029,1.397438e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1079.000,"[0, 0, 4, 3, 0, 2, 0, 1, 0, 0]"
3,"[10, 100, 100]",6,30000,4.033953,1.344651e-04,99.000,"[0, 0, 0]",207.000,"[0, 9, 8]"
4,"[200, 1000, 100, 500]",6,200000000,492721.574178,2.463608e-03,999.000,"[0, 0, 0, 0]",1796.000,"[0, 199, 98, 297]"
5,"[2, 5, 100, 20, 5]",6,250000,10.823079,4.329232e-05,99.000,"[0, 0, 0, 0, 0]",127.000,"[0, 0, 9, 8, 2]"
6,"[2, 20, 500, 5, 10, 200]",6,600000000,38142.360583,6.357060e-05,599.000,"[0, 0, 0, 0, 0, 0]",731.000,"[0, 1, 0, 4, 3, 12]"
7,"[2, 100, 2, 1, 50, 20, 100]",6,140000000,5044.329972,3.603093e-05,99.000,"[0, 0, 0, 0, 0, 0, 0]",268.000,"[0, 1, 0, 0, 1, 10, 69]"
8,"[5, 1, 2, 5, 20, 500, 50, 100]",6,4000000000,250846.648882,6.271166e-05,499.000,"[0, 0, 0, 0, 0, 0, 0, 0]",675.000,"[0, 0, 0, 0, 9, 8, 7, 56]"
9,"[10, 200, 200, 1, 1, 5, 10, 2, 10]",6,360000000,49515.434177,1.375429e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",430.000,"[0, 9, 8, 0, 0, 2, 1, 0, 1]"
10,"[5, 200, 20, 10, 5, 1, 5, 10, 1, 2]",6,200000000,16351.224281,8.175612e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",249.000,"[0, 4, 3, 2, 1, 0, 0, 9, 0, 0]"
3,"[10, 1000, 100]",7,300000,646.214591,2.154049e-03,999.000,"[0, 0, 0]",1107.000,"[0, 9, 8]"
4,"[200, 5, 100, 5]",7,10000,295.471543,2.954715e-02,199.000,"[0, 0, 0, 0]",306.000,"[0, 4, 3, 2]"
5,"[2, 50, 200, 1000, 10]",7,500000000,54739.889144,1.094798e-04,999.000,"[0, 0, 0, 0, 0]",1257.000,"[0, 1, 0, 199, 8]"
6,"[500, 2, 500, 100, 20, 1]",7,12000000,132224.346042,1.101870e-02,499.000,"[0, 0, 0, 0, 0, 0]",1117.000,"[0, 1, 0, 99, 18, 0]"
7,"[1, 50, 200, 2, 20, 10, 1000]",7,28000000000,409254.398463,1.461623e-05,999.000,"[0, 0, 0, 0, 0, 0, 0]",1276.000,"[0, 0, 49, 0, 9, 8, 77]"
8,"[5, 20, 200, 1, 2, 20, 1, 1000]",7,1280000000,162100.626578,1.266411e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1241.000,"[0, 4, 3, 0, 0, 3, 0, 22]"
9,"[50, 2, 100, 1, 2, 5, 1000, 1, 2]",7,36000000,58023.507828,1.611764e-03,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1154.000,"[0, 1, 0, 0, 1, 0, 4, 0, 1]"
10,"[2, 5, 200, 20, 5, 10, 5, 1, 20, 5]",7,5000000000,101766.738803,2.035335e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",263.000,"[0, 0, 9, 8, 2, 1, 0, 0, 4, 3]"
3,"[200, 5, 1]",8,15,13.076002,8.717335e-01,199.000,"[0, 0, 0]",203.000,"[0, 4, 0]"
4,"[2, 50, 200, 100]",8,4000000,597.875189,1.494688e-04,199.000,"[0, 0, 0, 0]",348.000,"[0, 1, 0, 99]"
5,"[50, 100, 2, 1, 2]",8,2000,9.821293,4.910646e-03,99.000,"[0, 0, 0, 0, 0]",150.000,"[0, 49, 0, 0, 1]"
6,"[2, 500, 20, 50, 20, 10]",8,600000000,38364.278678,6.394046e-05,499.000,"[0, 0, 0, 0, 0, 0]",596.000,"[0, 1, 0, 19, 8, 7]"
7,"[50, 5, 20, 5, 1, 50, 10]",8,1750000,1493.850362,8.536288e-04,59.000,"[0, 0, 0, 0, 0, 10, 0]",134.000,"[0, 4, 3, 2, 0, 26, 5]"
8,"[5, 1, 10, 20, 10, 50, 10, 100]",8,800000000,48454.135792,6.056767e-05,99.000,"[0, 0, 0, 0, 0, 0, 0, 0]",198.000,"[0, 0, 4, 3, 2, 1, 0, 9]"
9,"[10, 20, 5, 20, 2, 5, 2, 500, 10]",8,1800000000,215863.820714,1.199243e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",565.000,"[0, 9, 3, 12, 1, 2, 0, 17, 6]"
10,"[5, 1000, 10, 2, 10, 2, 1, 100, 20, 1]",8,8000000000,418565.196366,5.232065e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1141.000,"[0, 4, 3, 0, 3, 0, 0, 23, 2, 0]"
3,"[200, 20, 2]",9,120,177.909994,1.482583e+00,199.000,"[0, 0, 0]",219.000,"[0, 19, 0]"
4,"[2, 200, 2, 1]",9,1600,6.896680,4.310425e-03,199.000,"[0, 0, 0, 0]",201.000,"[0, 1, 0, 0]"
5,"[50, 1, 2, 200, 500]",9,1000000,2440.577094,2.440577e-03,599.000,"[0, 0, 0, 0, 0]",748.000,"[0, 0, 1, 0, 99]"
6,"[1, 50, 10, 1000, 50, 200]",9,30000000000,446120.174729,1.487067e-05,999.000,"[0, 0, 0, 0, 0, 0]",1305.000,"[0, 0, 9, 8, 7, 56]"
7,"[200, 50, 10, 100, 1, 200, 1]",9,70000000,152994.311473,2.185633e-03,199.000,"[0, 0, 0, 0, 0, 0, 0]",555.000,"[0, 49, 8, 57, 0, 156, 0]"
8,"[500, 10, 1, 5, 5, 2, 5, 1000]",9,20000000,218460.152756,1.092301e-02,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1520.000,"[0, 9, 0, 3, 2, 0, 2, 21]"
9,"[500, 1, 10, 1, 5, 50, 10, 2, 20]",9,9000000,84492.319145,9.388035e-03,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",590.000,"[0, 0, 9, 0, 3, 12, 1, 0, 11]"
10,"[10, 1, 5, 10, 1, 200, 5, 1, 100, 2]",9,100000000,14523.100930,1.452310e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",325.000,"[0, 0, 4, 3, 0, 2, 1, 0, 5, 0]"
3,"[2, 200, 2]",10,1200,2.769065,2.307554e-03,199.000,"[0, 0, 0]",201.000,"[0, 1, 0]"
4,"[50, 1, 2, 20]",10,160,0.000405,2.531250e-06,59.000,"[0, 0, 0, 0]",69.000,"[0, 0, 1, 0]"
5,"[1, 10, 5, 50, 1000]",10,12500000,1221.548574,9.772389e-05,999.000,"[0, 0, 0, 0, 0]",1061.000,"[0, 0, 4, 3, 2]"
6,"[20, 100, 5, 2, 200, 2]",10,2400000,1247.718100,5.198825e-04,199.000,"[0, 0, 0, 0, 0, 0]",323.000,"[0, 19, 3, 0, 23, 0]"
7,"[20, 1, 2, 5, 20, 200, 2]",10,560000,460.504997,8.223304e-04,199.000,"[0, 0, 0, 0, 0, 0, 0]",243.000,"[0, 0, 1, 0, 4, 3, 0]"
8,"[50, 200, 100, 10, 20, 2, 5, 1]",10,320000000,162516.186982,5.078631e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0]",380.000,"[0, 49, 48, 7, 16, 1, 1, 0]"
9,"[50, 20, 1, 50, 500, 20, 10, 1, 1]",10,900000000,365625.043511,4.062500e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",644.000,"[0, 9, 0, 18, 17, 16, 5, 0, 0]"
10,"[1, 5, 1, 100, 20, 20, 5, 5, 2, 1]",10,100000000,1752.666991,1.752667e-05,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",150.000,"[0, 0, 0, 4, 3, 2, 1, 0, 1, 0]"
3,"[50, 1, 2]",11,6,2.081013,3.468355e-01,49.000,"[0, 0, 0]",50.000,"[0, 0, 1]"
4,"[1000, 10, 5, 5]",11,1000,439.529124,4.395291e-01,999.000,"[0, 0, 0, 0]",1016.000,"[0, 9, 3, 2]"
5,"[20, 50, 5, 1000, 1]",11,1250000,2063.452074,1.650762e-03,999.000,"[0, 0, 0, 0, 0]",1071.000,"[0, 9, 3, 12, 0]"
6,"[100, 20, 5, 5, 50, 2]",11,300000,824.318196,2.747727e-03,99.000,"[0, 0, 0, 0, 0, 0]",176.000,"[0, 19, 3, 2, 26, 1]"
7,"[5, 2, 10, 2, 1, 100, 1000]",11,28000000,8130.162864,2.903630e-04,999.000,"[0, 0, 0, 0, 0, 0, 0]",1113.000,"[0, 0, 5, 0, 0, 5, 4]"
8,"[100, 1, 1, 1, 500, 20, 100, 2]",11,16000000,39354.240124,2.459640e-03,499.000,"[0, 0, 0, 0, 0, 0, 0, 0]",717.000,"[0, 0, 0, 0, 99, 18, 17, 0]"
9,"[1, 2, 1, 20, 200, 100, 20, 5, 10]",11,7200000000,84607.805681,1.175108e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",350.000,"[0, 0, 0, 1, 0, 99, 18, 2, 1]"
10,"[100, 20, 20, 1, 1, 20, 50, 5, 2, 2]",11,80000000,76061.424018,9.507678e-04,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",211.000,"[0, 19, 18, 0, 0, 17, 6, 0, 1, 0]"
3,"[50, 5, 5]",12,75,43.058940,5.741192e-01,49.000,"[0, 0, 0]",57.000,"[0, 4, 3]"
4,"[1, 50, 5, 100]",12,100000,6.055059,6.055059e-05,99.000,"[0, 0, 0, 0]",152.000,"[0, 0, 4, 3]"
5,"[20, 500, 5, 10, 1]",12,125000,381.636115,3.053089e-03,499.000,"[0, 0, 0, 0, 0]",531.000,"[0, 19, 3, 2, 0]"
6,"[20, 2, 1, 100, 50, 2]",12,120000,338.470596,2.820588e-03,99.000,"[0, 0, 0, 0, 0, 0]",169.000,"[0, 1, 0, 0, 49, 0]"
7,"[5, 20, 10, 50, 2, 500, 5]",12,350000000,46056.397760,1.315897e-04,499.000,"[0, 0, 0, 0, 0, 0, 0]",585.000,"[0, 4, 3, 2, 1, 2, 1]"
8,"[10, 1, 1, 500, 100, 100, 2, 1]",12,80000000,21721.436910,2.715180e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0]",707.000,"[0, 0, 0, 9, 8, 7, 0, 0]"
9,"[10, 2, 5, 1, 10, 1, 5, 2, 2]",12,18000,4.696484,2.609158e-04,9.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",29.000,"[0, 1, 0, 0, 4, 0, 3, 1, 0]"
10,"[1, 2, 10, 10, 2, 1, 5, 1000, 2, 200]",12,8000000000,168157.928243,2.101974e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1223.000,"[0, 0, 1, 0, 1, 0, 0, 4, 1, 4]"
3,"[1, 2, 100]",13,600,8.012780,1.335463e-02,99.000,"[0, 0, 0]",100.000,"[0, 0, 1]"
4,"[20, 500, 5, 2]",13,20000,367.669725,1.838349e-02,499.000,"[0, 0, 0, 0]",523.000,"[0, 19, 3, 0]"
5,"[500, 2, 10, 200, 50]",13,1000000,21048.243218,2.104824e-02,599.000,"[0, 0, 0, 0, 0]",757.000,"[0, 1, 0, 9, 8]"
6,"[5, 20, 10, 10, 10, 1000]",13,120000000,31706.197406,2.642183e-04,999.000,"[0, 0, 0, 0, 0, 0]",1049.000,"[0, 4, 3, 2, 1, 10]"
7,"[5, 100, 10, 2, 1, 2, 20]",13,560000,35.205191,6.286641e-05,99.000,"[0, 0, 0, 0, 0, 0, 0]",133.000,"[0, 4, 3, 0, 0, 1, 14]"
8,"[1, 1, 20, 100, 1, 10, 1000, 500]",13,80000000000,496107.735895,6.201347e-06,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1625.000,"[0, 0, 0, 19, 0, 8, 27, 26]"
9,"[50, 200, 10, 10, 1, 1, 2, 1, 50]",13,18000000,14765.798956,8.203222e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",316.000,"[0, 49, 8, 7, 0, 0, 0, 0, 17]"
10,"[2, 50, 5, 20, 2, 1, 5, 1000, 50, 1]",13,25000000000,456517.581263,1.826070e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1126.000,"[0, 1, 0, 4, 1, 0, 4, 28, 27, 0]"
3,"[1, 10, 100]",14,3000,98.071568,3.269052e-02,99.000,"[0, 0, 0]",108.000,"[0, 0, 9]"
4,"[20, 1, 200, 50]",14,40000,20.390216,5.097554e-04,199.000,"[0, 0, 0, 0]",267.000,"[0, 0, 19, 18]"
5,"[500, 10, 200, 2, 100]",14,2000000,37147.827180,1.857391e-02,599.000,"[0, 0, 0, 0, 0]",807.000,"[0, 9, 8, 1, 8]"
6,"[5, 100, 20, 200, 20, 50]",14,2400000000,147794.346788,6.158098e-05,199.000,"[0, 0, 0, 0, 0, 0]",389.000,"[0, 4, 3, 22, 1, 40]"
7,"[100, 1000, 20, 10, 5, 20, 5]",14,700000000,495183.043109,7.074043e-04,999.000,"[0, 0, 0, 0, 0, 0, 0]",1153.000,"[0, 99, 18, 7, 1, 10, 4]"
8,"[1, 5, 20, 20, 2, 20, 200, 100]",14,12800000000,137200.180180,1.071876e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0]",360.000,"[0, 0, 4, 3, 0, 3, 2, 1]"
9,"[500, 20, 2, 10, 5, 50, 2, 1, 2]",14,3600000,39552.517173,1.098681e-02,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",583.000,"[0, 19, 0, 9, 3, 32, 1, 0, 0]"
10,"[1, 10, 2, 5, 5, 1, 2, 10, 1, 50]",14,5000000,304.105167,6.082103e-05,49.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",77.000,"[0, 0, 1, 0, 4, 0, 0, 9, 0, 8]"
3,"[20, 100, 200]",15,60000,387.516335,6.458606e-03,199.000,"[0, 0, 0]",317.000,"[0, 19, 18]"
4,"[500, 200, 500, 10]",15,4000000,80116.566494,2.002914e-02,599.000,"[0, 0, 100, 0]",1206.000,"[0, 99, 198, 7]"
5,"[5, 100, 500, 50, 100]",15,1250000000,149247.323930,1.193979e-04,499.000,"[0, 0, 0, 0, 0]",750.000,"[0, 4, 3, 2, 51]"
6,"[50, 5, 500, 500, 20, 1]",15,150000000,148798.135982,9.919876e-04,499.000,"[0, 0, 0, 0, 0, 0]",1070.000,"[0, 4, 3, 2, 1, 0]"
7,"[1, 5, 20, 2, 10, 100, 1000]",15,1400000000,54936.485986,3.924035e-05,999.000,"[0, 0, 0, 0, 0, 0, 0]",1131.000,"[0, 0, 4, 1, 4, 13, 12]"
8,"[2, 2, 1, 1000, 1, 50, 10, 2]",15,16000000,1809.070848,1.130669e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1060.000,"[0, 1, 0, 0, 0, 49, 8, 1]"
9,"[100, 100, 2, 5, 1, 50, 1, 2, 200]",15,180000000,168486.172829,9.360343e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",452.000,"[0, 99, 0, 4, 0, 3, 0, 0, 53]"
10,"[10, 1, 2, 200, 20, 5, 5, 5, 1, 20]",15,200000000,30516.185990,1.525809e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",259.000,"[0, 0, 1, 0, 19, 3, 2, 1, 0, 10]"
3,"[20, 1000, 200]",16,600000,1755.911395,2.926519e-03,999.000,"[0, 0, 0]",1217.000,"[0, 19, 18]"
4,"[500, 5, 200, 10]",16,40000,1210.016563,3.025041e-02,599.000,"[0, 0, 0, 0]",711.000,"[0, 4, 3, 2]"
5,"[1, 10, 20, 2, 1]",16,2000,0.248233,1.241165e-04,19.000,"[0, 0, 0, 0, 0]",29.000,"[0, 0, 9, 0, 0]"
6,"[200, 50, 2, 500, 500, 1]",16,150000000,355742.183386,2.371615e-03,599.000,"[0, 0, 0, 0, 0, 0]",1247.000,"[0, 49, 0, 49, 48, 0]"
7,"[200, 500, 5, 1, 2, 100, 2]",16,7000000,38903.758058,5.557680e-03,599.000,"[0, 0, 0, 0, 0, 0, 0]",803.000,"[0, 99, 3, 0, 0, 3, 0]"
8,"[50, 1, 500, 2, 1, 200, 5, 50]",16,400000000,247511.434447,6.187786e-04,599.000,"[0, 0, 0, 0, 0, 0, 0, 0]",801.000,"[0, 0, 49, 0, 0, 49, 3, 2]"
9,"[2, 10, 500, 5, 1, 2, 10, 1, 5]",16,22500000,1472.551980,6.544675e-05,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",527.000,"[0, 1, 0, 4, 0, 1, 4, 0, 3]"
10,"[200, 1, 10, 2, 1, 2, 1, 500, 100, 1]",16,20000000,70097.008147,3.504850e-03,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",808.000,"[0, 0, 9, 0, 0, 1, 0, 10, 9, 0]"
3,"[500, 2, 200]",17,1200,85.473482,7.122790e-02,599.000,"[0, 0, 0]",699.000,"[0, 1, 0]"
4,"[5, 20, 500, 200]",17,8000000,2380.049926,2.975062e-04,599.000,"[0, 0, 0, 0]",721.000,"[0, 4, 3, 2]"
5,"[10, 1000, 50, 10, 5]",17,12500000,8825.783376,7.060627e-04,999.000,"[0, 0, 0, 0, 0]",1070.000,"[0, 9, 8, 7, 1]"
6,"[1, 20, 1000, 10, 1, 10]",17,12000000,945.909348,7.882578e-05,999.000,"[0, 0, 0, 0, 0, 0]",1036.000,"[0, 0, 19, 8, 0, 7]"
7,"[200, 100, 5, 1, 1000, 2, 10]",17,70000000,284487.705710,4.064110e-03,999.000,"[0, 0, 0, 0, 0, 0, 0]",1311.000,"[0, 99, 3, 0, 102, 1, 2]"
8,"[2, 2, 1, 20, 100, 10, 100, 1]",17,32000000,1355.791054,4.236847e-05,99.000,"[0, 0, 0, 0, 0, 0, 0, 0]",228.000,"[0, 1, 0, 0, 19, 8, 27, 0]"
9,"[50, 1, 2, 5, 1, 10, 2, 500, 200]",17,180000000,137785.714911,7.654762e-04,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",762.000,"[0, 0, 1, 0, 0, 4, 1, 14, 13]"
10,"[2, 1, 2, 50, 50, 2, 100, 2, 5, 5]",17,500000000,12396.472610,2.479295e-05,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",209.000,"[0, 0, 1, 0, 49, 0, 49, 0, 4, 3]"
3,"[500, 20, 5]",18,300,54.014756,1.800492e-01,499.000,"[0, 0, 0]",522.000,"[0, 19, 3]"
4,"[5, 200, 500, 2]",18,800000,417.598101,5.219976e-04,599.000,"[0, 0, 0, 0]",703.000,"[0, 4, 3, 0]"
5,"[100, 1, 1000, 2, 5]",18,50000,610.665406,1.221331e-02,999.000,"[0, 0, 0, 0, 0]",1103.000,"[0, 0, 99, 0, 4]"
6,"[1, 10, 1000, 200, 2, 500]",18,12000000000,276826.141442,2.306885e-05,999.000,"[0, 0, 0, 0, 0, 0]",1707.000,"[0, 0, 9, 8, 1, 208]"
7,"[200, 1000, 1, 5, 10, 50, 2]",18,35000000,186632.531854,5.332358e-03,999.000,"[0, 0, 0, 0, 0, 0, 0]",1261.000,"[0, 199, 0, 3, 2, 11, 0]"
8,"[10, 10, 10, 5, 5, 200, 2, 1]",18,8000000,1565.916062,1.957395e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0]",235.000,"[0, 9, 8, 2, 1, 5, 0, 0]"
9,"[500, 10, 2, 1, 1, 1, 10, 50, 20]",18,1800000,23098.159814,1.283231e-02,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",586.000,"[0, 9, 0, 0, 0, 0, 9, 18, 7]"
10,"[20, 1, 2, 10, 50, 100, 10, 1, 2, 20]",18,400000000,74543.883184,1.863597e-04,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",206.000,"[0, 0, 1, 0, 9, 58, 7, 0, 0, 7]"
3,"[5, 200, 5]",19,3000,105.735095,3.524503e-02,199.000,"[0, 0, 0]",207.000,"[0, 4, 3]"
4,"[100, 1, 10, 1000]",19,40000,423.807913,1.059520e-02,999.000,"[0, 0, 0, 0]",1107.000,"[0, 0, 9, 8]"
